"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.44653300794264, -122.23346853372446)","(37.4560780826105, -122.19403843683895)","(37.42212608457254, -122.18757479378716)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.44627164306705, -122.15626568654557)","(37.4560780826105, -122.19403843683895)","(37.45935723156675, -122.20306149819802)","(37.43881693437639, -122.20830816964497)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.46394227955186, -122.25396862731817)","(37.4560780826105, -122.19403843683895)","(37.43248149397975, -122.23831645097215)","(37.44745860468688, -122.24922574304253)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.450734539957594, -122.23859400180689)","(37.4560780826105, -122.19403843683895)","(37.46204569697689, -122.20661975790257)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.442292651111835, -122.25388323202752)","(37.4560780826105, -122.19403843683895)","(37.428225846915765, -122.22836738658285)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.4560780826105, -122.19403843683895)","(37.447034283497516, -122.1783976037253)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.4560780826105, -122.19403843683895)","(37.47052036763305, -122.20923617686248)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.418889523128804, -122.16974475977655)","(37.45940395989552, -122.17551791434967)","(37.4560780826105, -122.19403843683895)"
"(37.42604887617696, -122.17384632811978)","(37.429070511839086, -122.16979819313977)","(37.4560780826105, -122.19403843683895)","(37.46312026078234, -122.20048420282315)"
